email,username,domain,valid_email,digits,len_digits,len_username,has_underscore,has_dot,has_hyphen,has_special_char,len_capital,age
Rosario_Jaskolski94@protonmail.com,Rosario_Jaskolski94,protonmail.com,True,94,2,19,1,0,0,0,2,medium
Gerald.Carroll68@mail.com,Gerald.Carroll68,mail.com,True,68,2,16,0,1,0,1,2,old
nicholas_phillips1982@gmail.com,nicholas_phillips1982,gmail.com,True,1982,4,21,1,0,0,0,0,medium
Antwon.Harvey@protonmail.com,Antwon.Harvey,protonmail.com,True,12345,0,13,0,1,0,1,2,unsure
tom_clark.6543@mail.service.com,tom_clark.6543,mail.service.com,True,6543,4,14,1,1,0,1,0,unsure
anna65_burn@hotmail.com,anna65_burn,hotmail.com,True,65,2,11,1,0,0,0,0,old
Arnold12@tutanota.com,Arnold12,tutanota.com,True,12,2,8,0,0,0,0,1,unsure
michael_davis1988@gmail.com,michael_davis1988,gmail.com,True,1988,4,17,1,0,0,0,0,medium
robert.carter@hotmailcom,robert.carter,hotmail.com,False,12345,0,13,0,1,0,1,0,young
victoria1998_carter@yahoo.com,victoria1998_carter,yahoo.com,True,1998,4,19,1,0,0,0,0,young
emma.watson1821@gmail.com,emma.watson1821,gmail.com,True,1821,4,15,0,1,0,1,0,unsure
jasmine_ross2004@gmail.com,jasmine_ross2004,gmail.com,True,2004,4,16,1,0,0,0,0,young
james.clark@yahoo.com,james.clark,yahoo.com,True,12345,0,11,0,1,0,1,0,medium
1994_kathy_jones@icloud.com,1994_kathy_jones,icloud.com,True,1994,4,16,1,0,0,0,0,medium
ethan27_heat@yahoo.com,ethan27_heat,yahoo.com,True,27,2,12,1,0,0,0,0,unsure
Eldora_Simonis@tutanota.com,Eldora_Simonis,tutanota.com,True,12345,0,14,1,0,0,0,2,unsure
catherine.davis@gmail.com,catherine.davis,gmail.com,True,12345,0,15,0,1,0,1,0,unsure
mason74_fire@hotmail.com,mason74_fire,hotmail.com,True,74,2,12,1,0,0,0,0,old
david2005_king@hotmail.com,david2005_king,hotmail.com,True,2005,4,14,1,0,0,0,0,young
Christina23@protonmail.com,Christina23,protonmail.com,True,23,2,11,0,0,0,0,1,unsure
emily_jones1992@gmail.com,emily_jones1992,gmail.com,True,1992,4,15,1,0,0,0,0,medium
Verlie53@gmail.com,Verlie53,gmail.com,True,53,2,8,0,0,0,0,1,old
Kurt72@yahoo.com,Kurt72,yahoo.com,True,72,2,6,0,0,0,0,1,old
abigail_powell3456@yahoo.com,abigail_powell3456,yahoo.com,True,3456,4,18,1,0,0,0,0,unsure
luke2003@protonmail.com,luke2003,protonmail.com,True,2003,4,8,0,0,0,0,0,young
ryan_williams2001@gmail.com,ryan_williams2001,gmail.com,True,2001,4,17,1,0,0,0,0,young
william.moore@icloud.com,william.moore,icloud.com,True,12345,0,13,0,1,0,1,0,unsure
margaret.davis@outlook.com,margaret.davis,outlook.com,True,12345,0,14,0,1,0,1,0,unsure
Dillan52@icloud.com,Dillan52,icloud.com,True,52,2,8,0,0,0,0,1,old
Lauren.Waelchi41@gmail.com,Lauren.Waelchi41,gmail.com,True,41,2,16,0,1,0,1,2,unsure
Tanya.Watsica@gmail.com,Tanya.Watsica,gmail.com,True,12345,0,13,0,1,0,1,2,old
anna2004_jones@hotmail.com,anna2004_jones,hotmail.com,True,2004,4,14,1,0,0,0,0,young
jacob1986_baker@gmail.com,jacob1986_baker,gmail.com,True,1986,4,15,1,0,0,0,0,medium
amanda1989_roberts@hotmail.com,amanda1989_roberts,hotmail.com,True,1989,4,18,1,0,0,0,0,medium
katherine.hill@outlook..,katherine.hill,outlook.com,False,12345,0,14,0,1,0,1,0,unsure
william.morris@icloud.com,william.morris,icloud.com,True,12345,0,14,0,1,0,1,0,unsure
emma_adams2000@gmail.com,emma_adams2000,gmail.com,True,2000,4,14,1,0,0,0,0,young
charles.wilson@aol.com,charles.wilson,aol.com,True,12345,0,14,0,1,0,1,0,unsure
Rhoda67@gmail.com,Rhoda67,gmail.com,True,67,2,7,0,0,0,0,1,old
Hollis96@gmail.com,Hollis96,gmail.com,True,96,2,8,0,0,0,0,1,young
Alvah.Carter@tutanota.com,Alvah.Carter,tutanota.com,True,12345,0,12,0,1,0,1,2,old
hannah.baker@yahoo.com,hannah.baker,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
Jackson.Kuhic41@protonmail.com,Jackson.Kuhic41,protonmail.com,True,41,2,15,0,1,0,1,2,unsure
lucas7812@outlook.com,lucas7812,outlook.com,True,7812,4,9,0,0,0,0,0,unsure
robert..walker@aolcom,robert..walker,aol.com,False,12345,0,14,0,1,0,1,0,unsure
"mary.cook@outlook,",mary.cook,outlook.com,False,12345,0,9,0,1,0,1,0,unsure
Delilah_Bernier-Wintheiser@yahoo.com,Delilah_Bernier-Wintheiser,yahoo.com,True,12345,0,26,1,0,1,1,3,unsure
Aida.Hermiston@outlook.com,Aida.Hermiston,outlook.com,True,12345,0,14,0,1,0,1,2,unsure
hailey_bryant1983@gmail.com,hailey_bryant1983,gmail.com,True,1983,4,17,1,0,0,0,0,medium
Alphonso.Schowalter51@gmail.com,Alphonso.Schowalter51,gmail.com,True,51,2,21,0,1,0,1,2,old
adam_price1987@gmail.com,adam_price1987,gmail.com,True,1987,4,14,1,0,0,0,0,medium
"paul.cook@icloud,com",paul.cook,icloud.com,False,12345,0,9,0,1,0,1,0,unsure
l.green2001@protonmail.com,l.green2001,protonmail.com,True,2001,4,11,0,1,0,1,0,young
Willis17@gmail.com,Willis17,gmail.com,True,17,2,8,0,0,0,0,1,old
Jermain_Dach61@gmail.com,Jermain_Dach61,gmail.com,True,61,2,14,1,0,0,0,2,old
Dorris.Lueilwitz@tutanota.com,Dorris.Lueilwitz,tutanota.com,True,12345,0,16,0,1,0,1,2,unsure
Hassan.OReilly23@outlook.com,Hassan.OReilly23,outlook.com,True,23,2,16,0,1,0,1,3,unsure
alexis1993_cooper@gmail.com,alexis1993_cooper,gmail.com,True,1993,4,17,1,0,0,0,0,medium
Soledad_Daniel75@gmail.com,Soledad_Daniel75,gmail.com,True,75,2,16,1,0,0,0,2,medium
dorothy.phillips1784@gmail.com,dorothy.phillips1784,gmail.com,True,1784,4,20,0,1,0,1,0,unsure
betty_1994hill@icloud.com,betty_1994hill,icloud.com,True,1994,4,14,1,0,0,0,0,medium
mary.bryant@outlookcom,mary.bryant,outlook.com,False,12345,0,11,0,1,0,1,0,medium
anna.harris1829@gmail.com,anna.harris1829,gmail.com,True,1829,4,15,0,1,0,1,0,unsure
emma.jones@gmail.com,emma.jones,gmail.com,True,12345,0,10,0,1,0,1,0,medium
5432_tina_jones@icloud.com,5432_tina_jones,icloud.com,True,5432,4,15,1,0,0,0,0,unsure
Fae71@tutanota.com,Fae71,tutanota.com,True,71,2,5,0,0,0,0,1,old
margaret.harris@outlook.com,margaret.harris,outlook.com,True,12345,0,15,0,1,0,1,0,unsure
mason9904@icloud.com,mason9904,icloud.com,True,9904,4,9,0,0,0,0,0,unsure
james.wilson1805@gmail.com,james.wilson1805,gmail.com,True,1805,4,16,0,1,0,1,0,unsure
"nathan.jones@protonmail,com",nathan.jones,protonmail.com,False,12345,0,12,0,1,0,1,0,unsure
alice.evans@icloud.com,alice.evans,icloud.com,True,12345,0,11,0,1,0,1,0,medium
george.green@hotmail.com,george.green,hotmail.com,True,12345,0,12,0,1,0,1,0,young
olivia_johnson1991@gmail.com,olivia_johnson1991,gmail.com,True,1991,4,18,1,0,0,0,0,medium
lee_michael1989@yahoo.com,lee_michael1989,yahoo.com,True,1989,4,15,1,0,0,0,0,medium
charles.davis@aol.com,charles.davis,aol.com,True,12345,0,13,0,1,0,1,0,unsure
Jayson.Kohler@tutanota.com,Jayson.Kohler,tutanota.com,True,12345,0,13,0,1,0,1,2,old
Arlene.Kuphal@protonmail.com,Arlene.Kuphal,protonmail.com,True,12345,0,13,0,1,0,1,2,unsure
chris.roberts96@gmail.com,chris.roberts96,gmail.com,True,96,2,15,0,1,0,1,0,young
anna_hall1987@yahoo.com,anna_hall1987,yahoo.com,True,1987,4,13,1,0,0,0,0,medium
logan95_flicker@outlook.com,logan95_flicker,outlook.com,True,95,2,15,1,0,0,0,0,young
nancy.baker@outlook..com,nancy.baker,outlook.com,False,12345,0,11,0,1,0,1,0,medium
susan.jackson1768@gmail.com,susan.jackson1768,gmail.com,True,1768,4,17,0,1,0,1,0,unsure
mary.moore1657@gmail.com,mary.moore1657,gmail.com,True,1657,4,14,0,1,0,1,0,unsure
catherine.lewis1815@gmail.com,catherine.lewis1815,gmail.com,True,1815,4,19,0,1,0,1,0,unsure
kelly1997@yahoo.com,kelly1997,yahoo.com,True,1997,4,9,0,0,0,0,0,young
johnson.michael90@yahoo.com,johnson.michael90,yahoo.com,True,90,2,17,0,1,0,1,0,medium
Annabell20@tutanota.com,Annabell20,tutanota.com,True,20,2,10,0,0,0,0,1,old
Breanne74@gmail.com,Breanne74,gmail.com,True,74,2,9,0,0,0,0,1,old
Herminia.Brekke@gmail.com,Herminia.Brekke,gmail.com,True,12345,0,15,0,1,0,1,2,unsure
william1988.smith@outlook.com,william1988.smith,outlook.com,True,1988,4,17,0,1,0,1,0,medium
samantha_miller1996@gmail.com,samantha_miller1996,gmail.com,True,1996,4,19,1,0,0,0,0,young
sophia.anderson@protonmail.com,sophia.anderson,protonmail.com,True,12345,0,15,0,1,0,1,0,unsure
Harvey.Ullrich@tutanota.com,Harvey.Ullrich,tutanota.com,True,12345,0,14,0,1,0,1,2,unsure
hannah.phillips@hotmail.com,hannah.phillips,hotmail.com,True,12345,0,15,0,1,0,1,0,unsure
Amber.Bogisich21@gmail.com,Amber.Bogisich21,gmail.com,True,21,2,16,0,1,0,1,2,unsure
jessica_evans2004@gmail.com,jessica_evans2004,gmail.com,True,2004,4,17,1,0,0,0,0,young
Destini63@tutanota.com,Destini63,tutanota.com,True,63,2,9,0,0,0,0,1,old
james.lewis@protonmail.com,james.lewis,protonmail.com,True,12345,0,11,0,1,0,1,0,unsure
samantha14_gleam@icloud.com,samantha14_gleam,icloud.com,True,14,2,16,1,0,0,0,0,unsure
Dario.Hilpert@gmail.com,Dario.Hilpert,gmail.com,True,12345,0,13,0,1,0,1,2,old
mary.bell@icloud.com,mary.bell,icloud.com,True,12345,0,9,0,1,0,1,0,unsure
Carolina.Hoppe80@gmail.com,Carolina.Hoppe80,gmail.com,True,80,2,16,0,1,0,1,2,medium
tyler_long1993@gmail.com,tyler_long1993,gmail.com,True,1993,4,14,1,0,0,0,0,medium
"nancy.morris@yahoo,",nancy.morris,yahoo.com,False,12345,0,12,0,1,0,1,0,unsure
andrew.adams1790@gmail.com,andrew.adams1790,gmail.com,True,1790,4,16,0,1,0,1,0,unsure
britney2002@icloud.com,britney2002,icloud.com,True,2002,4,11,0,0,0,0,0,young
Sierra43@outlook.com,Sierra43,outlook.com,True,43,2,8,0,0,0,0,1,unsure
hannah.thomas@outlook.com,hannah.thomas,outlook.com,True,12345,0,13,0,1,0,1,0,young
john.smith1750@gmail.com,john.smith1750,gmail.com,True,1750,4,14,0,1,0,1,0,unsure
peter.morgan1669@gmail.com,peter.morgan1669,gmail.com,True,1669,4,16,0,1,0,1,0,unsure
charles.green@hotmail.com,charles.green,hotmail.com,True,12345,0,13,0,1,0,1,0,young
isaac.hughes1658@gmail.com,isaac.hughes1658,gmail.com,True,1658,4,16,0,1,0,1,0,unsure
Matt_Lesch87@aol.com,Matt_Lesch87,aol.com,True,87,2,12,1,0,0,0,2,medium
andrew97_flame@gmail.com,andrew97_flame,gmail.com,True,97,2,14,1,0,0,0,0,young
Odie.Greenholt69@aol.com,Odie.Greenholt69,aol.com,True,69,2,16,0,1,0,1,2,old
patricia.bailey@yahoo.com,patricia.bailey,yahoo.com,True,12345,0,15,0,1,0,1,0,unsure
michael.adams@gmail.com,michael.adams,gmail.com,True,12345,0,13,0,1,0,1,0,unsure
ryan_cooper2001@gmail.com,ryan_cooper2001,gmail.com,True,2001,4,15,1,0,0,0,0,young
simon.adams@gmail.com,simon.adams,gmail.com,True,12345,0,11,0,1,0,1,0,medium
Mathilde2@gmail.com,Mathilde2,gmail.com,True,2,1,9,0,0,0,0,1,unsure
jason.lee77@yahoo.com,jason.lee77,yahoo.com,True,77,2,11,0,1,0,1,0,medium
Jedidiah_Glover9@gmail.com,Jedidiah_Glover9,gmail.com,True,9,1,16,1,0,0,0,2,unsure
nathan.brown@icloud.com,nathan.brown,icloud.com,True,12345,0,12,0,1,0,1,0,medium
laura.walker@protonmailcom,laura.walker,protonmail.com,False,12345,0,12,0,1,0,1,0,unsure
Soledad_Rau76@protonmail.com,Soledad_Rau76,protonmail.com,True,76,2,13,1,0,0,0,2,medium
kevin_brooks1997@gmail.com,kevin_brooks1997,gmail.com,True,1997,4,16,1,0,0,0,0,young
Reymundo.Bayer93@aol.com,Reymundo.Bayer93,aol.com,True,93,2,16,0,1,0,1,2,medium
Alfonzo_Hermiston72@yahoo.com,Alfonzo_Hermiston72,yahoo.com,True,72,2,19,1,0,0,0,2,old
mia_smith7890@gmail.com,mia_smith7890,gmail.com,True,7890,4,13,1,0,0,0,0,medium
zoe27_flame@aol.com,zoe27_flame,aol.com,True,27,2,11,1,0,0,0,0,young
dylan_richards1983@gmail.com,dylan_richards1983,gmail.com,True,1983,4,18,1,0,0,0,0,medium
Aiden81@gmail.com,Aiden81,gmail.com,True,81,2,7,0,0,0,0,1,medium
chris92_shine@gmail.com,chris92_shine,gmail.com,True,92,2,13,1,0,0,0,0,medium
michael1998@hotmail.com,michael1998,hotmail.com,True,1998,4,11,0,0,0,0,0,young
matthew.roberts@protonmail@com,matthew.roberts,protonmail.com,False,12345,0,15,0,1,0,1,0,unsure
Beatrice.Block@tutanota.com,Beatrice.Block,tutanota.com,True,12345,0,14,0,1,0,1,2,unsure
robert_turner87654@protonmail.com,robert_turner87654,protonmail.com,True,87654,5,18,1,0,0,0,0,young
Romaine79@outlook.com,Romaine79,outlook.com,True,79,2,9,0,0,0,0,1,medium
sophia.roberts@protonmail.com,sophia.roberts,protonmail.com,True,12345,0,14,0,1,0,1,0,unsure
Thea65@yahoo.com,Thea65,yahoo.com,True,65,2,6,0,0,0,0,1,old
david.king1810@gmail.com,david.king1810,gmail.com,True,1810,4,14,0,1,0,1,0,unsure
Vidal_Wintheiser@gmail.com,Vidal_Wintheiser,gmail.com,True,12345,0,16,1,0,0,0,2,unsure
Korey39@icloud.com,Korey39,icloud.com,True,39,2,7,0,0,0,0,1,unsure
charles.mitchell@icloud.com,charles.mitchell,icloud.com,True,12345,0,16,0,1,0,1,0,unsure
margaret@anderson@hotmail.com,margaretanderson,hotmail.com,True,12345,0,16,0,0,0,0,0,unsure
Guadalupe_Schiller-Renner79@gmail.com,Guadalupe_Schiller-Renner79,gmail.com,True,79,2,27,1,0,1,1,3,medium
ava_6657@aol.com,ava_6657,aol.com,True,6657,4,8,1,0,0,0,0,young
Daphney91@gmail.com,Daphney91,gmail.com,True,91,2,9,0,0,0,0,1,medium
Ross5@gmail.com,Ross5,gmail.com,True,5,1,5,0,0,0,0,1,unsure
henry.jackson@yahoo.com,henry.jackson,yahoo.com,True,12345,0,13,0,1,0,1,0,young
Earl72@aol.com,Earl72,aol.com,True,72,2,6,0,0,0,0,1,old
tyler1995_hayes@gmail.com,tyler1995_hayes,gmail.com,True,1995,4,15,1,0,0,0,0,young
Darrion.Corkery@gmail.com,Darrion.Corkery,gmail.com,True,12345,0,15,0,1,0,1,2,unsure
Lyla.Frami20@yahoo.com,Lyla.Frami20,yahoo.com,True,20,2,12,0,1,0,1,2,old
Greg_Friesen@yahoo.com,Greg_Friesen,yahoo.com,True,12345,0,12,1,0,0,0,2,unsure
simon.peters@hotmailcom,simon.peters,hotmail.com,False,12345,0,12,0,1,0,1,0,young
joshua_bell2000@gmail.com,joshua_bell2000,gmail.com,True,2000,4,15,1,0,0,0,0,young
Ruthe.Toy@tutanota.com,Ruthe.Toy,tutanota.com,True,12345,0,9,0,1,0,1,2,unsure
martha.wright@yahoo.com,martha.wright,yahoo.com,True,12345,0,13,0,1,0,1,0,young
daniel.cook1817@gmail.com,daniel.cook1817,gmail.com,True,1817,4,15,0,1,0,1,0,unsure
Giovani_Bechtelar@gmail.com,Giovani_Bechtelar,gmail.com,True,12345,0,17,1,0,0,0,2,unsure
madeline25_spark@aol.com,madeline25_spark,aol.com,True,25,2,16,1,0,0,0,0,unsure
grace.hughes@hotmail.com,grace.hughes,hotmail.com,True,12345,0,12,0,1,0,1,0,young
grace92_anderson@protonmail.com,grace92_anderson,protonmail.com,True,92,2,16,1,0,0,0,0,medium
caleb1996_phillips@icloud.com,caleb1996_phillips,icloud.com,True,1996,4,18,1,0,0,0,0,young
Floyd_Lueilwitz@tutanota.com,Floyd_Lueilwitz,tutanota.com,True,12345,0,15,1,0,0,0,2,unsure
