,email,label,age,stripped,features,padded
240,Carolina.Zieme66@aol.com,3.0,58.0,carolina.zieme66,"[16, 14, 31, 28, 25, 22, 27, 14, 11, 39, 22, 18, 26, 18, 7, 7]","[16, 14, 31, 28, 25, 22, 27, 14, 11, 39, 22, 18, 26, 18, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
241,daniel1998_scott@outlook.com,1.0,26.0,daniel1998_scott,"[17, 14, 27, 22, 18, 25, 2, 10, 10, 9, 12, 32, 16, 28, 33, 33]","[17, 14, 27, 22, 18, 25, 2, 10, 10, 9, 12, 32, 16, 28, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
242,zoe7548_anderson@protonmail.com,0.0,-100.0,zoe7548_anderson,"[39, 28, 18, 8, 6, 5, 9, 12, 14, 27, 17, 18, 31, 32, 28, 27]","[39, 28, 18, 8, 6, 5, 9, 12, 14, 27, 17, 18, 31, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
243,daniel.scott80@outlook.com,2.0,44.0,daniel.scott80,"[17, 14, 27, 22, 18, 25, 11, 32, 16, 28, 33, 33, 9, 1]","[17, 14, 27, 22, 18, 25, 11, 32, 16, 28, 33, 33, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
244,Frances.Zulauf@gmail.com,0.0,-100.0,frances.zulauf,"[19, 31, 14, 27, 16, 18, 32, 11, 39, 34, 25, 14, 34, 19]","[19, 31, 14, 27, 16, 18, 32, 11, 39, 34, 25, 14, 34, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
245,Percy92@protonmail.com,2.0,32.0,percy92,"[29, 18, 31, 16, 38, 10, 3]","[29, 18, 31, 16, 38, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
246,hannah.james1741@gmail.com,0.0,-100.0,hannah.james1741,"[21, 14, 27, 27, 14, 21, 11, 23, 14, 26, 18, 32, 2, 8, 5, 2]","[21, 14, 27, 27, 14, 21, 11, 23, 14, 26, 18, 32, 2, 8, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
247,chloe872_flare@gmail.com,0.0,-100.0,chloe872_flare,"[16, 21, 25, 28, 18, 9, 8, 3, 12, 19, 25, 14, 31, 18]","[16, 21, 25, 28, 18, 9, 8, 3, 12, 19, 25, 14, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
248,susan.young@gmail.com,0.0,-100.0,susan.young,"[32, 34, 32, 14, 27, 11, 38, 28, 34, 27, 20]","[32, 34, 32, 14, 27, 11, 38, 28, 34, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
249,dylan1990_richards@gmail.com,2.0,34.0,dylan1990_richards,"[17, 38, 25, 14, 27, 2, 10, 10, 1, 12, 31, 22, 16, 21, 14, 31, 17, 32]","[17, 38, 25, 14, 27, 2, 10, 10, 1, 12, 31, 22, 16, 21, 14, 31, 17, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
250,andrew1994_turner@hotmail.com,2.0,30.0,andrew1994_turner,"[14, 27, 17, 31, 18, 36, 2, 10, 10, 5, 12, 33, 34, 31, 27, 18, 31]","[14, 27, 17, 31, 18, 36, 2, 10, 10, 5, 12, 33, 34, 31, 27, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
251,elijah_6230@gmail.com,0.0,-100.0,elijah_6230,"[18, 25, 22, 23, 14, 21, 12, 7, 3, 4, 1]","[18, 25, 22, 23, 14, 21, 12, 7, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
252,mason_watson2004@hotmail.com,1.0,20.0,mason_watson2004,"[26, 14, 32, 28, 27, 12, 36, 14, 33, 32, 28, 27, 3, 1, 1, 5]","[26, 14, 32, 28, 27, 12, 36, 14, 33, 32, 28, 27, 3, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
253,Bertha.Vandervort54@outlook.com,3.0,70.0,bertha.vandervort54,"[15, 18, 31, 33, 21, 14, 11, 35, 14, 27, 17, 18, 31, 35, 28, 31, 33, 6, 5]","[15, 18, 31, 33, 21, 14, 11, 35, 14, 27, 17, 18, 31, 35, 28, 31, 33, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
254,daniel_king1998@gmail.com,1.0,26.0,daniel_king1998,"[17, 14, 27, 22, 18, 25, 12, 24, 22, 27, 20, 2, 10, 10, 9]","[17, 14, 27, 22, 18, 25, 12, 24, 22, 27, 20, 2, 10, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
255,Kamryn59@icloud.com,3.0,65.0,kamryn59,"[24, 14, 26, 31, 38, 27, 6, 10]","[24, 14, 26, 31, 38, 27, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
256,Maud.Satterfield@gmail.com,0.0,-100.0,maud.satterfield,"[26, 14, 34, 17, 11, 32, 14, 33, 33, 18, 31, 19, 22, 18, 25, 17]","[26, 14, 34, 17, 11, 32, 14, 33, 33, 18, 31, 19, 22, 18, 25, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
257,emma.walker@icloud.com,0.0,-100.0,emma.walker,"[18, 26, 26, 14, 11, 36, 14, 25, 24, 18, 31]","[18, 26, 26, 14, 11, 36, 14, 25, 24, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
258,mary.jones@outlook.com,0.0,-100.0,mary.jones,"[26, 14, 31, 38, 11, 23, 28, 27, 18, 32]","[26, 14, 31, 38, 11, 23, 28, 27, 18, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
259,nancy.baker@outlook.com,0.0,-100.0,nancy.baker,"[27, 14, 27, 16, 38, 11, 15, 14, 24, 18, 31]","[27, 14, 27, 16, 38, 11, 15, 14, 24, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
260,daniel_taylor1988@outlook.com,2.0,36.0,daniel_taylor1988,"[17, 14, 27, 22, 18, 25, 12, 33, 14, 38, 25, 28, 31, 2, 10, 9, 9]","[17, 14, 27, 22, 18, 25, 12, 33, 14, 38, 25, 28, 31, 2, 10, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
261,Nestor.Hahn52@gmail.com,3.0,72.0,nestor.hahn52,"[27, 18, 32, 33, 28, 31, 11, 21, 14, 21, 27, 6, 3]","[27, 18, 32, 33, 28, 31, 11, 21, 14, 21, 27, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
262,sophia.brown1684@gmail.com,0.0,-100.0,sophia.brown1684,"[32, 28, 29, 21, 22, 14, 11, 15, 31, 28, 36, 27, 2, 7, 9, 5]","[32, 28, 29, 21, 22, 14, 11, 15, 31, 28, 36, 27, 2, 7, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
263,Joel32@outlook.com,3.0,92.0,joel32,"[23, 28, 18, 25, 4, 3]","[23, 28, 18, 25, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
264,Domenic_Hudson95@gmail.com,2.0,29.0,domenic_hudson95,"[17, 28, 26, 18, 27, 22, 16, 12, 21, 34, 17, 32, 28, 27, 10, 6]","[17, 28, 26, 18, 27, 22, 16, 12, 21, 34, 17, 32, 28, 27, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
265,david2097@hotmail.com,0.0,-100.0,david2097,"[17, 14, 35, 22, 17, 3, 1, 10, 8]","[17, 14, 35, 22, 17, 3, 1, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
266,Lamont37@gmail.com,3.0,87.0,lamont37,"[25, 14, 26, 28, 27, 33, 4, 8]","[25, 14, 26, 28, 27, 33, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
267,ethan.white02@protonmail.com,1.0,22.0,ethan.white02,"[18, 33, 21, 14, 27, 11, 36, 21, 22, 33, 18, 1, 3]","[18, 33, 21, 14, 27, 11, 36, 21, 22, 33, 18, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268,Cheyanne.Rippin@aol.com,0.0,-100.0,cheyanne.rippin,"[16, 21, 18, 38, 14, 27, 27, 18, 11, 31, 22, 29, 29, 22, 27]","[16, 21, 18, 38, 14, 27, 27, 18, 11, 31, 22, 29, 29, 22, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
269,Darrel_Roberts15@protonmail.com,1.0,9.0,darrel_roberts15,"[17, 14, 31, 31, 18, 25, 12, 31, 28, 15, 18, 31, 33, 32, 2, 6]","[17, 14, 31, 31, 18, 25, 12, 31, 28, 15, 18, 31, 33, 32, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
270,edward.king@protonmail.com,0.0,-100.0,edward.king,"[18, 17, 36, 14, 31, 17, 11, 24, 22, 27, 20]","[18, 17, 36, 14, 31, 17, 11, 24, 22, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
271,nathan.martin04@gmail.com,1.0,20.0,nathan.martin04,"[27, 14, 33, 21, 14, 27, 11, 26, 14, 31, 33, 22, 27, 1, 5]","[27, 14, 33, 21, 14, 27, 11, 26, 14, 31, 33, 22, 27, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
272,daniel.wood@outlook.com,0.0,-100.0,daniel.wood,"[17, 14, 27, 22, 18, 25, 11, 36, 28, 28, 17]","[17, 14, 27, 22, 18, 25, 11, 36, 28, 28, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
273,Sunny_Nader@yahoo.com,0.0,-100.0,sunny_nader,"[32, 34, 27, 27, 38, 12, 27, 14, 17, 18, 31]","[32, 34, 27, 27, 38, 12, 27, 14, 17, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
274,Erling_Runolfsdottir@outlook.com,0.0,-100.0,erling_runolfsdottir,"[18, 31, 25, 22, 27, 20, 12, 31, 34, 27, 28, 25, 19, 32, 17, 28, 33, 33, 22, 31]","[18, 31, 25, 22, 27, 20, 12, 31, 34, 27, 28, 25, 19, 32, 17, 28, 33, 33, 22, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
275,adam2004_henderson@gmail.com,1.0,20.0,adam2004_henderson,"[14, 17, 14, 26, 3, 1, 1, 5, 12, 21, 18, 27, 17, 18, 31, 32, 28, 27]","[14, 17, 14, 26, 3, 1, 1, 5, 12, 21, 18, 27, 17, 18, 31, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
276,alice.bell@hotmail.com,0.0,-100.0,alice.bell,"[14, 25, 22, 16, 18, 11, 15, 18, 25, 25]","[14, 25, 22, 16, 18, 11, 15, 18, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
277,ethan_hughes1001@protonmail.com,0.0,-100.0,ethan_hughes1001,"[18, 33, 21, 14, 27, 12, 21, 34, 20, 21, 18, 32, 2, 1, 1, 2]","[18, 33, 21, 14, 27, 12, 21, 34, 20, 21, 18, 32, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
278,lily3456@protonmail.com,0.0,-100.0,lily3456,"[25, 22, 25, 38, 4, 5, 6, 7]","[25, 22, 25, 38, 4, 5, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
279,Reggie_Greenholt34@gmail.com,3.0,90.0,reggie_greenholt34,"[31, 18, 20, 20, 22, 18, 12, 20, 31, 18, 18, 27, 21, 28, 25, 33, 4, 5]","[31, 18, 20, 20, 22, 18, 12, 20, 31, 18, 18, 27, 21, 28, 25, 33, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
280,lucy.adams@protonmail..com,0.0,-100.0,lucy.adams,"[25, 34, 16, 38, 11, 14, 17, 14, 26, 32]","[25, 34, 16, 38, 11, 14, 17, 14, 26, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,Blanche44@outlook.com,3.0,80.0,blanche44,"[15, 25, 14, 27, 16, 21, 18, 5, 5]","[15, 25, 14, 27, 16, 21, 18, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,eliza.thomas@outlook.com,0.0,-100.0,eliza.thomas,"[18, 25, 22, 39, 14, 11, 33, 21, 28, 26, 14, 32]","[18, 25, 22, 39, 14, 11, 33, 21, 28, 26, 14, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
283,Linnie78@mail.com,2.0,46.0,linnie78,"[25, 22, 27, 27, 22, 18, 8, 9]","[25, 22, 27, 27, 22, 18, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
284,john_smith@yahoo.com,0.0,-100.0,john_smith,"[23, 28, 21, 27, 12, 32, 26, 22, 33, 21]","[23, 28, 21, 27, 12, 32, 26, 22, 33, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,david.young@icloud.com,0.0,-100.0,david.young,"[17, 14, 35, 22, 17, 11, 38, 28, 34, 27, 20]","[17, 14, 35, 22, 17, 11, 38, 28, 34, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
286,adam.henderson32@gmail.com,3.0,92.0,adam.henderson32,"[14, 17, 14, 26, 11, 21, 18, 27, 17, 18, 31, 32, 28, 27, 4, 3]","[14, 17, 14, 26, 11, 21, 18, 27, 17, 18, 31, 32, 28, 27, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
287,Carolanne33@aol.com,3.0,91.0,carolanne33,"[16, 14, 31, 28, 25, 14, 27, 27, 18, 4, 4]","[16, 14, 31, 28, 25, 14, 27, 27, 18, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
288,ethan_9931@gmail.com,0.0,-100.0,ethan_9931,"[18, 33, 21, 14, 27, 12, 10, 10, 4, 2]","[18, 33, 21, 14, 27, 12, 10, 10, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,Monserrat_Kautzer@gmail.com,0.0,-100.0,monserrat_kautzer,"[26, 28, 27, 32, 18, 31, 31, 14, 33, 12, 24, 14, 34, 33, 39, 18, 31]","[26, 28, 27, 32, 18, 31, 31, 14, 33, 12, 24, 14, 34, 33, 39, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,Lysanne.Cormier@aol.com,0.0,-100.0,lysanne.cormier,"[25, 38, 32, 14, 27, 27, 18, 11, 16, 28, 31, 26, 22, 18, 31]","[25, 38, 32, 14, 27, 27, 18, 11, 16, 28, 31, 26, 22, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,simon.murphy1687@gmail.com,0.0,-100.0,simon.murphy1687,"[32, 22, 26, 28, 27, 11, 26, 34, 31, 29, 21, 38, 2, 7, 9, 8]","[32, 22, 26, 28, 27, 11, 26, 34, 31, 29, 21, 38, 2, 7, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,Selmer35@aol.com,3.0,89.0,selmer35,"[32, 18, 25, 26, 18, 31, 4, 6]","[32, 18, 25, 26, 18, 31, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,Evalyn.Lehner0@yahoo.com,0.0,-100.0,evalyn.lehner0,"[18, 35, 14, 25, 38, 27, 11, 25, 18, 21, 27, 18, 31, 1]","[18, 35, 14, 25, 38, 27, 11, 25, 18, 21, 27, 18, 31, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,zoe.bryant19@aol.com,1.0,5.0,zoe.bryant19,"[39, 28, 18, 11, 15, 31, 38, 14, 27, 33, 2, 10]","[39, 28, 18, 11, 15, 31, 38, 14, 27, 33, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
295,Marta_Sanford93@tutanota.com,2.0,31.0,marta_sanford93,"[26, 14, 31, 33, 14, 12, 32, 14, 27, 19, 28, 31, 17, 10, 4]","[26, 14, 31, 33, 14, 12, 32, 14, 27, 19, 28, 31, 17, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,jason99_lee@gmail.com,2.0,25.0,jason99_lee,"[23, 14, 32, 28, 27, 10, 10, 12, 25, 18, 18]","[23, 14, 32, 28, 27, 10, 10, 12, 25, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,lily64_gleam@yahoo.com,3.0,60.0,lily64_gleam,"[25, 22, 25, 38, 7, 5, 12, 20, 25, 18, 14, 26]","[25, 22, 25, 38, 7, 5, 12, 20, 25, 18, 14, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
298,Catalina_Grady5@tutanota.com,0.0,-100.0,catalina_grady5,"[16, 14, 33, 14, 25, 22, 27, 14, 12, 20, 31, 14, 17, 38, 6]","[16, 14, 33, 14, 25, 22, 27, 14, 12, 20, 31, 14, 17, 38, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
299,Jeramie_Denesik98@yahoo.com,2.0,26.0,jeramie_denesik98,"[23, 18, 31, 14, 26, 22, 18, 12, 17, 18, 27, 18, 32, 22, 24, 10, 9]","[23, 18, 31, 14, 26, 22, 18, 12, 17, 18, 27, 18, 32, 22, 24, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
300,Jaiden60@gmail.com,3.0,64.0,jaiden60,"[23, 14, 22, 17, 18, 27, 7, 1]","[23, 14, 22, 17, 18, 27, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,Marilyne.Crist@mail.com,0.0,-100.0,marilyne.crist,"[26, 14, 31, 22, 25, 38, 27, 18, 11, 16, 31, 22, 32, 33]","[26, 14, 31, 22, 25, 38, 27, 18, 11, 16, 31, 22, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
302,james.wright@gmail.com,0.0,-100.0,james.wright,"[23, 14, 26, 18, 32, 11, 36, 31, 22, 20, 21, 33]","[23, 14, 26, 18, 32, 11, 36, 31, 22, 20, 21, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
303,nathan31_flare@aol.com,3.0,93.0,nathan31_flare,"[27, 14, 33, 21, 14, 27, 4, 2, 12, 19, 25, 14, 31, 18]","[27, 14, 33, 21, 14, 27, 4, 2, 12, 19, 25, 14, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
304,Rachelle.Hane97@mail.com,2.0,27.0,rachelle.hane97,"[31, 14, 16, 21, 18, 25, 25, 18, 11, 21, 14, 27, 18, 10, 8]","[31, 14, 16, 21, 18, 25, 25, 18, 11, 21, 14, 27, 18, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
305,Reba_Robel62@mail.com,3.0,62.0,reba_robel62,"[31, 18, 15, 14, 12, 31, 28, 15, 18, 25, 7, 3]","[31, 18, 15, 14, 12, 31, 28, 15, 18, 25, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
306,emily.smith06@outlook.com,1.0,18.0,emily.smith06,"[18, 26, 22, 25, 38, 11, 32, 26, 22, 33, 21, 1, 7]","[18, 26, 22, 25, 38, 11, 32, 26, 22, 33, 21, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
307,Stephania.Fisher91@gmail.com,2.0,33.0,stephania.fisher91,"[32, 33, 18, 29, 21, 14, 27, 22, 14, 11, 19, 22, 32, 21, 18, 31, 10, 2]","[32, 33, 18, 29, 21, 14, 27, 22, 14, 11, 19, 22, 32, 21, 18, 31, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
308,Stanton.Turcotte@aol.com,0.0,-100.0,stanton.turcotte,"[32, 33, 14, 27, 33, 28, 27, 11, 33, 34, 31, 16, 28, 33, 33, 18]","[32, 33, 14, 27, 33, 28, 27, 11, 33, 34, 31, 16, 28, 33, 33, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
309,lucy.brown@yahoo.com,0.0,-100.0,lucy.brown,"[25, 34, 16, 38, 11, 15, 31, 28, 36, 27]","[25, 34, 16, 38, 11, 15, 31, 28, 36, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,Kasandra_Mayert56@aol.com,3.0,68.0,kasandra_mayert56,"[24, 14, 32, 14, 27, 17, 31, 14, 12, 26, 14, 38, 18, 31, 33, 6, 7]","[24, 14, 32, 14, 27, 17, 31, 14, 12, 26, 14, 38, 18, 31, 33, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
311,Amira4@yahoo.com,0.0,-100.0,amira4,"[14, 26, 22, 31, 14, 5]","[14, 26, 22, 31, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
312,sarah.wright1717@gmail.com,0.0,-100.0,sarah.wright1717,"[32, 14, 31, 14, 21, 11, 36, 31, 22, 20, 21, 33, 2, 8, 2, 8]","[32, 14, 31, 14, 21, 11, 36, 31, 22, 20, 21, 33, 2, 8, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
313,catherine.davis@hotmail.com,0.0,-100.0,catherine.davis,"[16, 14, 33, 21, 18, 31, 22, 27, 18, 11, 17, 14, 35, 22, 32]","[16, 14, 33, 21, 18, 31, 22, 27, 18, 11, 17, 14, 35, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
314,jacob.green05@yahoo.com,1.0,19.0,jacob.green05,"[23, 14, 16, 28, 15, 11, 20, 31, 18, 18, 27, 1, 6]","[23, 14, 16, 28, 15, 11, 20, 31, 18, 18, 27, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
315,Connie_Haley@gmail.com,0.0,-100.0,connie_haley,"[16, 28, 27, 27, 22, 18, 12, 21, 14, 25, 18, 38]","[16, 28, 27, 27, 22, 18, 12, 21, 14, 25, 18, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
316,Asia_Stark26@protonmail.com,3.0,98.0,asia_stark26,"[14, 32, 22, 14, 12, 32, 33, 14, 31, 24, 3, 7]","[14, 32, 22, 14, 12, 32, 33, 14, 31, 24, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
317,Camille36@aol.com,3.0,88.0,camille36,"[16, 14, 26, 22, 25, 25, 18, 4, 7]","[16, 14, 26, 22, 25, 25, 18, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
318,paul.cook@icloud.com,0.0,-100.0,paul.cook,"[29, 14, 34, 25, 11, 16, 28, 28, 24]","[29, 14, 34, 25, 11, 16, 28, 28, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
319,Jammie.Hartmann50@icloud.com,3.0,74.0,jammie.hartmann50,"[23, 14, 26, 26, 22, 18, 11, 21, 14, 31, 33, 26, 14, 27, 27, 6, 1]","[23, 14, 26, 26, 22, 18, 11, 21, 14, 31, 33, 26, 14, 27, 27, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
320,ethan1995_white@yahoo.com,1.0,29.0,ethan1995_white,"[18, 33, 21, 14, 27, 2, 10, 10, 6, 12, 36, 21, 22, 33, 18]","[18, 33, 21, 14, 27, 2, 10, 10, 6, 12, 36, 21, 22, 33, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
